カメラ名,メーカー名,発売年,Wikipedia_URL,統合処理日,年度タグ,重複チェックメモ,センサー種別,解像度,重量,発売年月,ISO感度,連写性能,価格
Nikon D4S,Nikon,2014,https://en.wikipedia.org/wiki/Nikon_D4S,2025-08-27T22:49:35.800883,2014,,[[CMOS]],4928 × 3280 [[pixel]]s<br/> (16.2 [[megapixel]]s),{{Convert|1180|g|abbr=on}},24 February 2014,"ISO equivalency 100 to 25,600 in 1/3, 1/2 or 1.0 EV steps, Boost: 50–409,600 in 1/3, 1/2 or 1.0 EV steps",,
Nikon D750,Nikon,2014,https://en.wikipedia.org/wiki/Nikon_D750,2025-08-27T22:49:35.800886,2014,,[[CMOS]],6016 x 4016 [[pixel]]s<br /> (24 [[megapixel]]s),"750 g camera body only<ref>{{cite web |url=http://www.nikonusa.com/en/Nikon-Products/Product/dslr-cameras/D750.html |title=Nikon D750 &#124; Camera of the Year &#124; FX-Format Wi-Fi Camera |website=www.nikonusa.com |access-date=February 11, 2015}}</ref> (840 g with battery<ref>{{cite web|url=http://www.kenrockwell.com/nikon/d750.htm#spex|title=Nikon D750 Review|website=www.kenrockwell.com}}</ref>)",12 September 2014,"100–12800, extended mode 50 to 51,200",,
Nikon D810,Nikon,2014,https://en.wikipedia.org/wiki/Nikon_D810,2025-08-27T22:49:35.800888,2014,,"35.9×24&nbsp;mm Full Frame FX format CMOS, 4.88&nbsp;μm pixel size",7360 × 4912 [[pixel]]s<br /> (36.3 [[megapixel]]s),"{{Convert|880|g|abbr=on}}, {{Convert|980|g|abbr=on}} with battery",26 June 2014,"64–12,800, extended mode 32 to 51,200",,$2900 (2014 price)
Nikon D3300,Nikon,2014,https://en.wikipedia.org/wiki/Nikon_D3300,2025-08-27T22:49:35.800890,2014,,23.5&nbsp;mm × 15.6&nbsp;mm [[Nikon DX format]] [[CMOS sensor]],6016 × 4000 [[pixel]]s<br/> (24.2 [[megapixel]]s),"{{convert|410|g|lb|abbr=on}} without battery, memory card or body cap",,"100–12800 in 1/3 EV steps, up to 25600 as Hi 1",,
Olympus OM-D E-M10,Olympus,2014,https://en.wikipedia.org/wiki/Olympus_OM-D_E-M10,2025-08-27T22:49:35.800892,2014,,"4/3 type [[Live MOS]], no AA filter",4608 x 3456 (16.0 [[megapixels]]),Approx. {{convert|396|g|abbr=on}},,,,
Olympus PEN E-PL7,Olympus,2014,https://en.wikipedia.org/wiki/Olympus_PEN_E-PL7,2025-08-27T22:49:35.800894,2014,,CMOS,4608 x 3456 (16 megapixels),357g including battery,<!-- Release date -->,ISO 100-25600,,
Panasonic Lumix DMC-CM1,Panasonic,2014,https://en.wikipedia.org/wiki/Panasonic_Lumix_DMC-CM1,2025-08-27T22:49:35.800897,2014,,[[CMOS sensor]],20&nbsp;megapixels,204&nbsp;g,<!-- Release date -->,100–25600,,
Panasonic Lumix DMC-GH4,Panasonic,2014,https://en.wikipedia.org/wiki/Panasonic_Lumix_DMC-GH4,2025-08-27T22:49:35.800899,2014,,"4/3 type MOS (""Live MOS sensor"")",4608 x 3456 (16 [[megapixel]]s),Approx. {{convert|560|g|abbr=on}} (camera body with battery and SD card),,"ISO 200–25600, extendable to 100",,
Pentax 645Z,Pentax,2014,https://en.wikipedia.org/wiki/Pentax_645Z,2025-08-27T22:49:35.800901,2014,,CMOS,8256 x 6192 (51 megapixels),1550g including battery,<!-- Release date -->,100-204800,,
Pentax K-S1,Pentax,2014,https://en.wikipedia.org/wiki/Pentax_K-S1,2025-08-27T22:49:35.800903,2014,,CMOS,5472 x 3848 (20 megapixels),558g including battery,<!-- Release date -->,100-51200,,
Pentax Q-S1,Pentax,2014,https://en.wikipedia.org/wiki/Pentax_Q-S1,2025-08-27T22:49:35.800905,2014,,"BSI-CMOS, stabilized",4000 x 3000 (12 megapixels),203g including battery,<!-- Release date -->,100-12800,,
Pentax XG-1,Pentax,2014,https://en.wikipedia.org/wiki/Pentax_XG-1,2025-08-27T22:49:35.800907,2014,,BSI-CMOS,4608 x 3456 (16 megapixels),567g including battery,<!-- Release date -->,100-3200,,
Ricoh WG-4,Ricoh,2014,https://en.wikipedia.org/wiki/Ricoh_WG-4,2025-08-27T22:49:35.800909,2014,,BSI-CMOS,4608 x 3456 (16 megapixels),230g including battery,<!-- Release date -->,125-6400,,
Ricoh WG-20,Ricoh,2014,https://en.wikipedia.org/wiki/Ricoh_WG-20,2025-08-27T22:49:35.800911,2014,,CCD,4288 x 3216 (14&nbsp;megapixels),164g including battery,<!-- Release date -->,80-6400,,US $199.95
Ricoh WG-30,Ricoh,2014,https://en.wikipedia.org/wiki/Ricoh_WG-30,2025-08-27T22:49:35.800913,2014,,BSI-CMOS,4608 x 3456 (16 megapixels),192g including battery,<!-- Release date -->,125-6400,,
Ricoh WG-M1,Ricoh,2014,https://en.wikipedia.org/wiki/Ricoh_WG-M1,2025-08-27T22:49:35.800915,2014,,CMOS,4320 x 3240 (14 megapixels),190g including battery,<!-- Release date -->,100-800,,
Samsung Galaxy Camera 2,Samsung,2014,https://en.wikipedia.org/wiki/Samsung_Galaxy_Camera_2,2025-08-27T22:49:35.800918,2014,,,16 [[Pixel#Megapixel|megapixels]],283g,{{start date|2014|03}},ISO 100 to 3200,,
Samsung Galaxy K Zoom,Samsung,2014,https://en.wikipedia.org/wiki/Samsung_Galaxy_K_Zoom,2025-08-27T22:49:35.800920,2014,,,,,,,,
Samsung NX3000,Samsung,2014,https://en.wikipedia.org/wiki/Samsung_NX3000,2025-08-27T22:49:35.800922,2014,,CMOS,5472 x 3648 (20 megapixels),,<!-- Release date -->,100-25600,,
Sony Alpha 77 II,Sony,2014,https://en.wikipedia.org/wiki/Sony_Alpha_77_II,2025-08-27T22:49:35.800931,2014,,[[Exmor]] CMOS Sensor,24.3 megapixels <br>6000 x 4000,{{convert|1351|g|lb|abbr=on}} <br><small>including battery and memory card</small>,{{Start date and age|2014|06}},ISO 100-25600,,"USD 1,198 <small>(body)</small>,<br> USD 1,798 <small>(kit)</small>"
Sony Cyber-shot DSC-H400,Sony,2014,https://en.wikipedia.org/wiki/Sony_Cyber-shot_DSC-H400,2025-08-27T22:49:35.800933,2014,,[[Charge-coupled device|CCD]],5152 x 3864 (20 megapixels),655g including battery,<!-- Release date -->,80-3200,,
Sony α7S,Sony,2014,https://en.wikipedia.org/wiki/Sony_α7S,2025-08-27T22:49:35.800937,2014,,,,,,,,
Sony α3500,Sony,2014,https://en.wikipedia.org/wiki/Sony_α3500,2025-08-27T22:49:35.800940,2014,,,,,,,,
Sony α5000,Sony,2014,https://en.wikipedia.org/wiki/Sony_α5000,2025-08-27T22:49:35.800943,2014,,CMOS,5456&nbsp;× 3632 (20 megapixels),{{Convert|269|g|abbr=on}} including battery,2014,100-16000,,
Sony α5100,Sony,2014,https://en.wikipedia.org/wiki/Sony_α5100,2025-08-27T22:49:35.800945,2014,,[[CMOS]] [[rolling shutter]]<ref>[https://www.cinema5d.com/lab-review-sony-a5100-video-dynamic-range-power/ LAB Test - Sony α5100 video - dynamic range power for $550]</ref>,6000&nbsp;× 4000 (24 megapixels),283&nbsp;g including battery,<!-- Release date -->,100-25600,,
Sony α6000,Sony,2014,https://en.wikipedia.org/wiki/Sony_α6000,2025-08-27T22:49:35.800947,2014,,,,,,,,
Canon EOS 5DS,Canon,2015,https://en.wikipedia.org/wiki/Canon_EOS_5DS,2025-08-27T22:49:36.324355,2015,,[[CMOS]],8688 × 5792 (50.3 effective [[megapixel]]s),{{cvt|845|g|oz}} (body only),June 2015<ref>{{cite web |url=http://global.canon/en/c-museum/product/dslr828.html |title=EOS 5DS / EOS 5DS R |website=Canon Camera Museum}}</ref>,100–6400 (expandable from L: 50 to H: 12800),,
Canon EOS 750D,Canon,2015,https://en.wikipedia.org/wiki/Canon_EOS_750D,2025-08-27T22:49:36.324374,2015,,,,,,,,
Canon EOS M3,Canon,2015,https://en.wikipedia.org/wiki/Canon_EOS_M3,2025-08-27T22:49:36.324377,2015,,,,,,,,
Canon EOS M10,Canon,2015,https://en.wikipedia.org/wiki/Canon_EOS_M10,2025-08-27T22:49:36.324380,2015,,,,,,,,
Canon PowerShot G3 X,Canon,2015,https://en.wikipedia.org/wiki/Canon_PowerShot_G3_X,2025-08-27T22:49:36.324383,2015,,BSI-CMOS,5472 x 3648 (20&nbsp;megapixels),733g including battery,"June 18, 2015",,,
Canon PowerShot G5 X,Canon,2015,https://en.wikipedia.org/wiki/Canon_PowerShot_G5_X,2025-08-27T22:49:36.324386,2015,,BSI-CMOS,5472 ×  3648 (20&nbsp;megapixels),353g including battery,<!-- Release date -->,125-12800,,
Canon PowerShot G9 X,Canon,2015,https://en.wikipedia.org/wiki/Canon_PowerShot_G9_X,2025-08-27T22:49:36.324388,2015,,BSI-CMOS,5472 x 3648 (20 megapixels),209g including battery,<!-- Release date -->,125-12800,,
DxO ONE,DxO,2015,https://en.wikipedia.org/wiki/DxO_ONE,2025-08-27T22:49:36.324391,2015,,BSI-CMOS,5406 x 3604 (20.2 megapixels),{{convert|3.81|oz|g|abbr=on}},<!-- Release date -->,ISO 100 to 51200 (Hi 2),,USD 599 list price
Fujifilm X-A2,Fujifilm,2015,https://en.wikipedia.org/wiki/Fujifilm_X-A2,2025-08-27T22:49:36.324393,2015,,CMOS,4896 x 3264 (16 megapixels),350g including battery,<!-- Release date -->,,,
Fujifilm X-T10,Fujifilm,2015,https://en.wikipedia.org/wiki/Fujifilm_X-T10,2025-08-27T22:49:36.324396,2015,,[[Fujifilm X-Trans sensor|X-Trans CMOS II]],4896 x 3264<br>(16 megapixels),{{convert|381|g|lb|abbr=on}} <br><small>including battery and memory card</small>,18 May 2015<ref name=FujiXT10/>,200–6400 <small>(standard)</small> <br>100–51200 <small>(extend)</small>,,"USD 799 <small>(body)</small>,<br> USD 1,099 <small>(kit)</small>"
Fujifilm XQ2,Fujifilm,2015,https://en.wikipedia.org/wiki/Fujifilm_XQ2,2025-08-27T22:49:36.324398,2015,,[[Fujifilm X-Trans sensor|X-Trans CMOS II]],4000 x 3000 (12 megapixels),206g including battery,<!-- Release date -->,,,
Leica L-Mount,Leica,2015,https://en.wikipedia.org/wiki/Leica_L-Mount,2025-08-27T22:49:36.324401,2015,,,,,,,,
Leica M (Typ 262),Leica,2015,https://en.wikipedia.org/wiki/Leica_M_(Typ_262),2025-08-27T22:49:36.324404,2015,,CMOS,5952 x 3976 (24 megapixels),"680g including battery<ref name=""dpreview-spec"">{{Cite web|url=https://dpreview.com/products/leica/slrs/leica_m_typ262/specification|title=Leica M (Typ 262) Full specifications|last=|first=|date=|website=|publisher=DP Review|access-date=2016-08-30}}</ref>",<!-- Release date -->,100-6400,,
Leica M Monochrom (Typ 246),Leica,2015,https://en.wikipedia.org/wiki/Leica_M_Monochrom_(Typ_246),2025-08-27T22:49:36.324407,2015,,[[CMOS sensor|CMOS]],24 [[Megapixels]],{{Convert|680|g|abbr=on}},,320 to 25000,,
Leica Q,Leica,2015,https://en.wikipedia.org/wiki/Leica_Q,2025-08-27T22:49:36.324409,2015,,"CMOS Leica MAX 24MP CMOS Sensor, designed by CMOSIS",6000 x 4000 (24 megapixels)(RAW Color Depth:14bits),640g including battery,<!-- Release date -->,,,
Leica S,Leica,2015,https://en.wikipedia.org/wiki/Leica_S,2025-08-27T22:49:36.324412,2015,,,,,,,,
Leica SL (Typ 601),Leica,2015,https://en.wikipedia.org/wiki/Leica_SL_(Typ_601),2025-08-27T22:49:36.324414,2015,,24MP full-frame CMOS,"6,000 × 4,000 (24 megapixels)",847g including battery,20 October 2015,"ISO 50–50,000",,"$5,995<ref name=""adorama"">{{cite web |url=https://www.bhphotovideo.com/c/product/1192093-REG/leica_10850_sl_typ_601_mirrorless.html|title=Leica SL (Typ 601) |publisher=[[B&H Photo]]|access-date=27 July 2017}}</ref>"
Nikon 1 J5,Nikon,2015,https://en.wikipedia.org/wiki/Nikon_1_J5,2025-08-27T22:49:36.324418,2015,,BSI-CMOS,5568 x 3712 <br> (20.8 effective [[megapixel]]s),231g including battery,<!-- Release date -->,,,
Nikon Coolpix P610,Nikon,2015,https://en.wikipedia.org/wiki/Nikon_Coolpix_P610,2025-08-27T22:49:36.324420,2015,,BSI-CMOS,4608 x 3456 (16 megapixels),565g including battery,<!-- Release date -->,,,
Nikon Coolpix P900,Nikon,2015,https://en.wikipedia.org/wiki/Nikon_Coolpix_P900,2025-08-27T22:49:36.324422,2015,,CMOS,4608 × 3456 (16 megapixels),899 g including battery,"March 2, 2015",,,600$
Nikon D810A,Nikon,2015,https://en.wikipedia.org/wiki/Nikon_D810A,2025-08-27T22:49:36.324424,2015,,,,,,,,
Nikon D5500,Nikon,2015,https://en.wikipedia.org/wiki/Nikon_D5500,2025-08-27T22:49:36.324456,2015,,"23.5&nbsp;mm × 15.6&nbsp;mm [[Nikon DX format]] RGB [[CMOS sensor]], 1.5 × [[Image sensor format|FOV crop]]",6000 × 4000 [[pixel]]s<br/> (24.2 [[megapixel]]s),{{convert|420|g|oz|1}} body only,,,,
Nikon D7200,Nikon,2015,https://en.wikipedia.org/wiki/Nikon_D7200,2025-08-27T22:49:36.324458,2015,,CMOS,6000 x 4000 (24 megapixels),"765 g including battery, 675 g body only",<!-- Release date -->,"100 – 25,600, with ISO 51,200 and 102,400 black and white modes",,
Olympus Air,Olympus,2015,https://en.wikipedia.org/wiki/Olympus_Air,2025-08-27T22:49:36.324461,2015,,,,,,,,
Olympus OM-D E-M5 Mark II,Olympus,2015,https://en.wikipedia.org/wiki/Olympus_OM-D_E-M5_Mark_II,2025-08-27T22:49:36.324463,2015,,CMOS,4608 x 3456 (16 megapixels),469g including battery,<!-- Release date -->,,,
Olympus OM-D E-M10 Mark II,Olympus,2015,https://en.wikipedia.org/wiki/Olympus_OM-D_E-M10_Mark_II,2025-08-27T22:49:36.324466,2015,,,,,,,,
Olympus Stylus SH-2,Olympus,2015,https://en.wikipedia.org/wiki/Olympus_Stylus_SH-2,2025-08-27T22:49:36.324468,2015,,BSI-CMOS,4608 x 3456 (16 megapixels),271g including battery,<!-- Release date -->,,,
Olympus Stylus Tough TG-860,Olympus,2015,https://en.wikipedia.org/wiki/Olympus_Stylus_Tough_TG-860,2025-08-27T22:49:36.324471,2015,,BSI-CMOS,4608 x 3456 (16 megapixels),224g including battery,<!-- Release date -->,,,
Olympus Tough TG-4,Olympus,2015,https://en.wikipedia.org/wiki/Olympus_Tough_TG-4,2025-08-27T22:49:36.324473,2015,,BSI-CMOS,4608 x 3456 (16 megapixels),247g including battery,<!-- Release date -->,100-6400,,
Panasonic Lumix DMC-G7,Panasonic,2015,https://en.wikipedia.org/wiki/Panasonic_Lumix_DMC-G7,2025-08-27T22:49:36.324475,2015,,CMOS,"4592 x 3448 (16 megapixels)<ref name=""DPR"">{{cite web |title=Panasonic Lumix DMC-G7 Specs |url=https://www.dpreview.com/products/panasonic/slrs/panasonic_dmcg7/specifications |website=[[Digital Photography Review]] |access-date=December 18, 2019}}</ref><ref name=""Panasonic"">{{cite web |title=Specs - 4k Video And 4k Photo - DMC-G7 |url=https://www.panasonic.com/au/consumer/lumix-cameras-video-cameras/lumix-cameras/lumix-g-cameras/dmc-g7.specs.html |website=[[Panasonic]] |access-date=December 18, 2019 |language=en}}</ref>",360g (body only),<!-- Release date -->,,,
Panasonic Lumix DMC-GX8,Panasonic,2015,https://en.wikipedia.org/wiki/Panasonic_Lumix_DMC-GX8,2025-08-27T22:49:36.324477,2015,,CMOS,5184 × 3888 (20&nbsp;megapixels),487&nbsp;g including battery,July 2015,200–25600 (100 expanded),,
Pentax K-3 II,Pentax,2015,https://en.wikipedia.org/wiki/Pentax_K-3_II,2025-08-27T22:49:36.324480,2015,,CMOS,6016 x 4000 (24 megapixels),700g (body only)<br />785g (including battery and 1x SD Memory Card),<!-- Release date -->,ISO 100-51200,,$999
Pentax K-S2,Pentax,2015,https://en.wikipedia.org/wiki/Pentax_K-S2,2025-08-27T22:49:36.324482,2015,,CMOS,20 megapixels (5472x3648),678g including battery,<!-- Release date -->,,,
Samsung NX500,Samsung,2015,https://en.wikipedia.org/wiki/Samsung_NX500,2025-08-27T22:49:36.324493,2015,,BSI-CMOS,6480 x 4320 (28 megapixels),334g including battery,"Feb 5, 2015",,,Retail: $799.99
Sony Alpha 68,Sony,2015,https://en.wikipedia.org/wiki/Sony_Alpha_68,2025-08-27T22:49:36.324496,2015,,CMOS,6000 x 4000 (24 megapixels),610g including battery,<!-- Release date -->,100-25600,,
Sony Cyber-shot DSC-HX90V,Sony,2015,https://en.wikipedia.org/wiki/Sony_Cyber-shot_DSC-HX90V,2025-08-27T22:49:36.324499,2015,,BSI-CMOS,4896 x 3672 (18.2 megapixels),"218 g (Body only), 245 g (With battery and media)","June 2015<ref name=""DPReview"" />",80-3200 (Expendable to 12800 with Multi Frame NR),,
Sony Cyber-shot DSC-RX1,Sony,2015,https://en.wikipedia.org/wiki/Sony_Cyber-shot_DSC-RX1,2025-08-27T22:49:36.324501,2015,,CMOS,6000 x 4000 (24 megapixels),482g including battery,Sept 12 2012,"Auto, 100, 200, 400, 800, 1600, 3200, 6400, 12800, 25600",,
Sony Cyber-shot DSC-RX10 II,Sony,2015,https://en.wikipedia.org/wiki/Sony_Cyber-shot_DSC-RX10_II,2025-08-27T22:49:36.324503,2015,,BSI-CMOS,5472 x 3648 (20 megapixels),813g including battery,<!-- Release date -->,,,
Sony Cyber-shot DSC-RX100 IV,Sony,2015,https://en.wikipedia.org/wiki/Sony_Cyber-shot_DSC-RX100_IV,2025-08-27T22:49:36.324506,2015,,BSI-CMOS,5472 x 3648 (20 megapixels),298g including battery,<!-- Release date -->,,,
Sony Cyber-shot DSC-WX500,Sony,2015,https://en.wikipedia.org/wiki/Sony_Cyber-shot_DSC-WX500,2025-08-27T22:49:36.324508,2015,,,,,,,,
Sony α7 II,Sony,2015,https://en.wikipedia.org/wiki/Sony_α7_II,2025-08-27T22:49:36.324513,2015,,35.8&nbsp;× 23.9&nbsp;mm [[Exmor]] [[crop-frame digital SLR|full-frame]] HD CMOS Sensor,6000&nbsp;× 4000 (3:2) (24 [[megapixel]]s),"Approx. {{convert|599|g|abbr=on}} (camera body, card and battery)",,"Auto, 100-51200",,$1699.00
Sony α7R II,Sony,2015,https://en.wikipedia.org/wiki/Sony_α7R_II,2025-08-27T22:49:36.324517,2015,,[[BSI-CMOS]],7974&nbsp;× 5316 (42.4 megapixels),625&nbsp;g including battery,June 2015,ISO 100 - 25600 expands to<br>,,"3,199"
Sony α7S II,Sony,2015,https://en.wikipedia.org/wiki/Sony_α7S_II,2025-08-27T22:49:36.324519,2015,,CMOS,4240&nbsp;× 2832 (12 megapixels),{{Convert|627|g|abbr=on}} including battery,{{startdate|2015|10}},ISO 50-409600,,"{{dollarsign|USD|3,000|lk=on}} ({{startdate|2015}})<br />{{dollarsign|USD|2,399|lk=on}} ({{startdate|2018}})"
Canon EOS 5D Mark IV,Canon,2016,https://en.wikipedia.org/wiki/Canon_EOS_5D_Mark_IV,2025-08-27T22:49:36.845799,2016,,[[CMOS]],6720&nbsp;× 4480 (30.4 effective [[megapixels]]),"{{cvt|800|g|oz}}, body only",,100–32000 in 1/3- or 1-stop increments (expandable from L: 50 to H1: 51200; H2: 102400),,[[United States dollar|US$]]3499.00
Canon EOS 80D,Canon,2016,https://en.wikipedia.org/wiki/Canon_EOS_80D,2025-08-27T22:49:36.845812,2016,,,,,,,,
Canon EOS 90D,Canon,2016,https://en.wikipedia.org/wiki/Canon_EOS_90D,2025-08-27T22:49:36.845815,2016,,[[CMOS]],32.5 megapixels (6960 × 4640 pixels with 3.2 μm pixel size),{{cvt|701|g|oz}} (body only),,100 – 25600 in 1/3 stop increments (expandable up to H: 51200),,"US$1,199.00 (body only)<br>US$1,349.00 (EF-S 18-55mm IS STM)<br>US$1,599.00 (EF-S 18-135mm IS USM)"
Canon EOS 1300D,Canon,2016,https://en.wikipedia.org/wiki/Canon_EOS_1300D,2025-08-27T22:49:36.845818,2016,,[[CMOS]],5184 × 3456 (18.0 effective megapixels),{{cvt|485|g|oz}} [[Camera & Imaging Products Association|CIPA]],,100&nbsp;– 6400 (expandable to H: 12800),,
Canon EOS-1D X Mark II,Canon,2016,https://en.wikipedia.org/wiki/Canon_EOS-1D_X_Mark_II,2025-08-27T22:49:36.845821,2016,,[[CMOS]],5472 × 3648 (20.2 effective [[megapixel]]s),"{{cvt|1340|g|lb}} including battery, body only",April 2016,100&nbsp;– 51200 (expandable from L: 50 to H1: 102400; H2: 204800; H3: 409600),,"US$ 5,999.00"
Fujifilm X-A3,Fujifilm,2016,https://en.wikipedia.org/wiki/Fujifilm_X-A3,2025-08-27T22:49:36.845823,2016,,CMOS with [[Bayer filter]],6000 x 4000<br>(24.2 megapixels),{{convert|339|g|lb|abbr=on}} <br><small>including battery and memory card</small>,"November 10, 2016",200–12800 <small>(standard)</small> <br>100–51200 <small>(extend)</small>,,USD 599 <small>(body)</small>
Fujifilm X-Pro2,Fujifilm,2016,https://en.wikipedia.org/wiki/Fujifilm_X-Pro2,2025-08-27T22:49:36.845825,2016,,[[Fujifilm X-Trans sensor|X-Trans CMOS III]],24.3 megapixels,{{convert|495|g|lb|abbr=on}} (including battery and memory card),,"ISO 200–12800, expandable to 100–51200",,
Fujifilm X-T2,Fujifilm,2016,https://en.wikipedia.org/wiki/Fujifilm_X-T2,2025-08-27T22:49:36.845827,2016,,[[Fujifilm X-Trans sensor|X-Trans CMOS III]],6000*4000<br>(24.3 megapixels),{{convert|507|g|lb|abbr=on}} <br><small>including battery and memory card</small>,7 July 2016<ref name=FujiXT2/>,200–12800 <small>(standard)</small> <br>100–51200 <small>(extend)</small>,,"USD 1,599 <small>(body)</small>,<br> USD 1,899 <small>(kit)</small>"
Fujifilm X70,Fujifilm,2016,https://en.wikipedia.org/wiki/Fujifilm_X70,2025-08-27T22:49:36.845829,2016,,[[Fujifilm X-Trans sensor|X-Trans CMOS II]],16.3 megapixels,{{convert|340|g|lb|abbr=on}} (including battery and memory card),,"ISO 200–6400, expandable to 100–51200",,
Leica M-D (Typ 262),Leica,2016,https://en.wikipedia.org/wiki/Leica_M-D_(Typ_262),2025-08-27T22:49:36.845832,2016,,CMOS,5976 × 3992 pixels (24 MP),680 g (24 oz) (with battery),<!-- Release date -->,<!-- Film speed -->,,
Leica TL,Leica,2016,https://en.wikipedia.org/wiki/Leica_TL,2025-08-27T22:49:36.845834,2016,,CMOS,4944&nbsp;× 3278 (16 megapixels),384&nbsp;g including battery,November 2016,125–12500,,
Leica X-U,Leica,2016,https://en.wikipedia.org/wiki/Leica_X-U,2025-08-27T22:49:36.845836,2016,,CMOS,4928×3264 (16 megapixels),{{Convert|635|g|abbr=on}},20 January 2016,100-12500,,{{Currency|2950|USD}}
Nikon D5,Nikon,2016,https://en.wikipedia.org/wiki/Nikon_D5,2025-08-27T22:49:36.845838,2016,,[[CMOS]],5568 × 3712 [[pixel]]s<br/> (20.8 [[megapixel]]s),{{convert|49.5|oz|g|abbr=on}} w/ battery and 2 XQD cards,6 January 2016,"ISO equivalency 100 to 102,400 in 1/3, 1/2 or 1.0 EV steps, Boost: 50–3,280,000 in 1/3, 1/2 or 1.0 EV steps",,"US$6,499.95<ref>{{cite web|title=D5 Details|url=http://www.nikonusa.com/en/nikon-products/product/dslr-cameras/1557/d5.html|website=Nikon USA|access-date=1 August 2017|archive-date=2 August 2017|archive-url=https://web.archive.org/web/20170802040744/http://www.nikonusa.com/en/nikon-products/product/dslr-cameras/1557/d5.html|url-status=live}}</ref>"
Nikon D500,Nikon,2016,https://en.wikipedia.org/wiki/Nikon_D500,2025-08-27T22:49:36.845841,2016,,"[[Nikon DX format]], 23.5&nbsp;mm x 15.7&nbsp;mm [[CMOS]]; 4.2 μm pixel size","5,568 × 3,712 (20.9&nbsp;M pixels sensor)",{{convert|860|g|lb|abbr=on}} with battery and memory card,,"100–51,200 in 1, 1/2 or 1/3 EV steps (down to 50 and up to 1,640,000 as expansion)",,
Nikon D3400,Nikon,2016,https://en.wikipedia.org/wiki/Nikon_D3400,2025-08-27T22:49:36.845843,2016,,23.5&nbsp;mm × 15.6&nbsp;mm [[Nikon DX format]] [[CMOS sensor]],6000 × 4000 [[pixel]]s<br/> (24.2 [[megapixel]]s),"{{convert|395|g|lb|abbr=on}} without battery, memory card or body cap",12 September 2016,"100–25,600 in 1/3 EV steps",,
Nikon D5600,Nikon,2016,https://en.wikipedia.org/wiki/Nikon_D5600,2025-08-27T22:49:36.845845,2016,,"23.5&nbsp;mm × 15.6&nbsp;mm [[Nikon DX format]] RGB [[CMOS sensor]], 1.5 × [[Image sensor format|FOV crop]]",6000 × 4000 [[pixel]]s<br/> (24.2 [[megapixel]]s),{{convert|465|g|lbs}},,ISO 100-25600,,
Olympus OM-D E-M1 Mark II,Olympus,2016,https://en.wikipedia.org/wiki/Olympus_OM-D_E-M1_Mark_II,2025-08-27T22:49:36.845848,2016,,,,,,,,
Olympus PEN-F,Olympus,2016,https://en.wikipedia.org/wiki/Olympus_PEN-F,2025-08-27T22:49:36.845850,2016,,Live MOS,5184 x 3888 (20&nbsp;megapixels),434g including battery,January 2016,80-25600,,"1,199$"
Panasonic Lumix DMC-G85/G80,Panasonic,2016,https://en.wikipedia.org/wiki/Panasonic_Lumix_DMC-G85/G80,2025-08-27T22:49:36.845852,2016,,,,,,,,
Pentax K-1,Pentax,2016,https://en.wikipedia.org/wiki/Pentax_K-1,2025-08-27T22:49:36.845854,2016,,CMOS,7360×4912 (36 megapixels) in full-frame mode<br />4800×3200 (15 megapixels) in APS-C mode,{{Convert|1010|g|oz|abbr=on}} with battery and memory card<br />{{Convert|925|g|oz|abbr=on}} body only,April 2016,"ISO 100–204800 in 1, ½, or ⅓&nbsp;EV steps",,[[US$]]1799.95
Pentax K-70,Pentax,2016,https://en.wikipedia.org/wiki/Pentax_K-70,2025-08-27T22:49:36.845857,2016,,CMOS,6000 x 4000 <br/>(24 megapixels),688g including battery,2016,ISO 100-102400,,$649
Sony α99 II,Sony,2016,https://en.wikipedia.org/wiki/Sony_α99_II,2025-08-27T22:49:36.845861,2016,,[[BSI-CMOS]],7952 x 5304 (42.4&nbsp;megapixels),849 g (including batteries),<!-- Release date -->,<!-- Film speed -->,,US$3199 MSRP (Sep&nbsp;2016)
Sony α6300,Sony,2016,https://en.wikipedia.org/wiki/Sony_α6300,2025-08-27T22:49:36.845874,2016,,[[Exmor]] HD CMOS,(3:2) 6000&nbsp;× 4000 (24.3&nbsp;MP),<!-- g including battery -->,<!-- Release date -->,"Auto, 100 – 25600 (51200)",,
Sony α6500,Sony,2016,https://en.wikipedia.org/wiki/Sony_α6500,2025-08-27T22:49:36.845878,2016,,[[Exmor]] HD CMOS,(3:2) 6000&nbsp;× 4000 (24.3&nbsp;MP),<!-- g including battery -->,<!-- Release date -->,"Auto, 100 – 25600 (51200)",,
Canon EOS 6D Mark II,Canon,2017,https://en.wikipedia.org/wiki/Canon_EOS_6D_Mark_II,2025-08-27T22:49:37.370062,2017,,,,,,,,
Canon EOS 77D,Canon,2017,https://en.wikipedia.org/wiki/Canon_EOS_77D,2025-08-27T22:49:37.370083,2017,,,,,,,,
Canon EOS 200D,Canon,2017,https://en.wikipedia.org/wiki/Canon_EOS_200D,2025-08-27T22:49:37.370087,2017,,,,,,,,
Canon EOS 800D,Canon,2017,https://en.wikipedia.org/wiki/Canon_EOS_800D,2025-08-27T22:49:37.370089,2017,,,,,,,,
Canon EOS M6,Canon,2017,https://en.wikipedia.org/wiki/Canon_EOS_M6,2025-08-27T22:49:37.370092,2017,,,,,,,,
Canon EOS M100,Canon,2017,https://en.wikipedia.org/wiki/Canon_EOS_M100,2025-08-27T22:49:37.370094,2017,,,,,,,,
